CAMIS,Now_Crit,CUISINE,BORO,ZIPCODE,CBoard,Past_Crit
50035268,True,Frozen Desserts,Brooklyn,11220.0,307.0,False
50035269,False,Tex-Mex,Queens,11106.0,401.0,True
50035271,True,Bakery Products/Desserts,Brooklyn,11204.0,311.0,True
50035277,True,American,Queens,11691.0,414.0,True
50035278,True,Mexican,Manhattan,10010.0,105.0,True
50035292,True,American,Queens,11430.0,483.0,True
50035307,True,Spanish,Brooklyn,11206.0,304.0,True
50035310,True,Italian,Manhattan,10012.0,102.0,True
50035339,True,American,Bronx,10464.0,210.0,True
50035344,True,Bangladeshi,Brooklyn,11218.0,312.0,True
50035353,True,Italian,Manhattan,10010.0,105.0,True
50035390,True,Mexican,Staten Island,10306.0,502.0,True
50035397,True,Pizza,Brooklyn,11230.0,314.0,True
50035409,True,Mexican,Queens,11104.0,402.0,True
50035412,True,Irish,Staten Island,10312.0,503.0,True
50035423,False,African,Manhattan,10026.0,110.0,True
50035431,True,American,Brooklyn,11220.0,310.0,True
50035433,True,American,Manhattan,10013.0,102.0,True
50035434,True,Latin American,Queens,11372.0,403.0,True
50035437,True,Italian,Manhattan,10001.0,105.0,True
50035483,True,Turkish,Brooklyn,11235.0,313.0,True
50035484,True,Sandwiches,Manhattan,10010.0,106.0,True
50035485,True,Korean,Manhattan,10007.0,101.0,True
50035490,True,Asian/Asian Fusion,Manhattan,10013.0,103.0,True
50035492,True,"Juice, Smoothies, Fruit Salads",Brooklyn,11206.0,303.0,True
50035523,True,American,Queens,11691.0,414.0,False
50035528,True,Chicken,Brooklyn,11208.0,305.0,True
50035529,True,Chinese,Queens,11355.0,407.0,True
50035531,True,Donuts,Queens,11430.0,483.0,True
50035550,False,Mediterranean,Manhattan,10029.0,111.0,True
50035551,True,American,Brooklyn,11238.0,308.0,True
50035559,True,Pizza,Manhattan,10003.0,103.0,True
50035570,True,Chicken,Queens,11422.0,413.0,True
50035574,True,American,Manhattan,10016.0,105.0,True
50035589,True,Chinese,Queens,11361.0,411.0,True
50035603,True,Chinese,Brooklyn,11215.0,306.0,True
50035638,True,Asian/Asian Fusion,Queens,11366.0,408.0,True
50035640,True,Mexican,Queens,11417.0,410.0,True
50035661,True,Tapas,Manhattan,10039.0,110.0,True
50035662,True,Bakery Products/Desserts,Manhattan,10019.0,104.0,True
50035675,True,Spanish,Brooklyn,11201.0,306.0,True
50035679,True,Coffee/Tea,Brooklyn,11205.0,303.0,True
50035687,True,Jewish/Kosher,Queens,11374.0,406.0,True
50035710,True,French,Manhattan,10002.0,103.0,True
50035721,True,Salads,Brooklyn,11215.0,306.0,True
50035731,True,Caribbean,Brooklyn,11226.0,314.0,False
50035745,True,Chinese,Bronx,10453.0,205.0,True
50035765,True,Hamburgers,Bronx,10466.0,212.0,True
50035774,True,Chinese,Queens,11354.0,407.0,True
50035797,True,Chinese,Queens,11377.0,402.0,True
50035827,False,Donuts,Brooklyn,11225.0,309.0,True
50035849,False,Frozen Desserts,Queens,11103.0,401.0,True
50035853,True,Latin American,Queens,11435.0,412.0,False
50035857,True,Tex-Mex,Manhattan,10002.0,103.0,False
50035870,True,American,Brooklyn,11237.0,304.0,False
50035885,True,Seafood,Brooklyn,11217.0,302.0,True
50035898,True,Sandwiches,Queens,11434.0,413.0,True
50035920,True,Caribbean,Queens,11411.0,413.0,True
50035941,True,Chinese,Staten Island,10310.0,501.0,False
50035943,False,American,Brooklyn,11232.0,307.0,True
50035953,True,Spanish,Bronx,10452.0,204.0,True
50035961,True,Chinese,Brooklyn,11220.0,307.0,True
50035973,True,Spanish,Staten Island,10304.0,501.0,True
50035987,True,Chinese,Queens,11435.0,412.0,True
50035991,True,Thai,Manhattan,10065.0,108.0,True
50036001,True,American,Bronx,10461.0,210.0,True
50036006,True,Spanish,Brooklyn,11219.0,311.0,True
50036029,True,American,Queens,11385.0,405.0,True
50036043,True,American,Manhattan,10038.0,101.0,True
50036044,True,Chicken,Brooklyn,11221.0,303.0,True
50036053,True,Latin American,Queens,11368.0,404.0,True
50036072,True,Latin American,Manhattan,10033.0,112.0,True
50036116,True,Turkish,Brooklyn,11209.0,310.0,True
50036129,True,American,Manhattan,10012.0,102.0,False
50036141,True,Bakery Products/Desserts,Brooklyn,11220.0,307.0,True
50036175,True,Spanish,Brooklyn,11208.0,305.0,True
50036191,True,French,Manhattan,10036.0,105.0,False
50036198,True,Chicken,Manhattan,10040.0,112.0,True
50036199,True,Mediterranean,Manhattan,10013.0,102.0,True
50036210,True,Caribbean,Queens,11419.0,410.0,True
50036218,False,Coffee/Tea,Manhattan,10019.0,105.0,True
50036220,True,American,Manhattan,10016.0,105.0,True
50036222,True,American,Queens,11102.0,401.0,True
50036225,True,Japanese,Manhattan,10016.0,105.0,True
50036226,True,Coffee/Tea,Brooklyn,11201.0,302.0,False
50036244,True,Caribbean,Bronx,10469.0,212.0,True
50036292,True,Frozen Desserts,Manhattan,10022.0,106.0,True
50036298,True,Hamburgers,Brooklyn,11201.0,302.0,True
50036313,True,American,Manhattan,10016.0,106.0,False
50036332,True,Pizza,Manhattan,10044.0,108.0,False
50036333,True,Chinese,Queens,11435.0,408.0,True
50036334,False,"Juice, Smoothies, Fruit Salads",Manhattan,10022.0,106.0,True
50036335,True,"Juice, Smoothies, Fruit Salads",Manhattan,10038.0,101.0,True
50036360,True,American,Manhattan,10013.0,102.0,True
50036372,False,Sandwiches,Brooklyn,11213.0,308.0,True
50036378,True,American,Manhattan,10002.0,103.0,True
50036394,True,Latin American,Manhattan,10034.0,112.0,True
50036406,True,Chicken,Bronx,10462.0,209.0,False
50036413,True,American,Manhattan,10009.0,103.0,True
50036454,True,Jewish/Kosher,Bronx,10463.0,208.0,True
50036461,True,American,Manhattan,10016.0,105.0,True
50036468,False,Salads,Manhattan,10004.0,101.0,True
50036480,True,Chinese,Brooklyn,11229.0,315.0,False
50036483,True,American,Queens,11385.0,405.0,True
50036496,True,Mexican,Brooklyn,11237.0,304.0,True
50036502,True,"Juice, Smoothies, Fruit Salads",Manhattan,10003.0,103.0,False
50036507,True,Latin American,Brooklyn,11218.0,314.0,True
50036511,True,Latin American,Queens,11375.0,406.0,False
50036514,True,Seafood,Queens,11101.0,402.0,True
50036525,True,Salads,Manhattan,10024.0,107.0,True
50036537,True,Italian,Manhattan,10016.0,106.0,True
50036539,False,Donuts,Queens,11436.0,412.0,True
50036552,True,Mexican,Brooklyn,11229.0,315.0,True
50036584,True,Japanese,Manhattan,10002.0,103.0,True
50036587,True,American,Manhattan,10010.0,106.0,True
50036591,True,"Juice, Smoothies, Fruit Salads",Brooklyn,11201.0,302.0,False
50036594,False,Spanish,Brooklyn,11208.0,305.0,True
50036597,True,Chinese,Brooklyn,11221.0,303.0,True
50036603,True,German,Brooklyn,11218.0,314.0,True
50036616,True,American,Queens,11103.0,401.0,True
50036647,True,American,Manhattan,10018.0,105.0,True
50036649,True,Mexican,Queens,11368.0,403.0,True
50036651,True,Indian,Manhattan,10016.0,106.0,True
50036654,False,American,Manhattan,10022.0,105.0,False
50036660,True,Japanese,Manhattan,10003.0,103.0,True
50036670,True,American,Manhattan,10010.0,105.0,True
50036672,True,American,Manhattan,10019.0,104.0,True
50036682,False,Not Listed/Not Applicable,Queens,11377.0,402.0,False
50036685,True,Brazilian,Queens,11372.0,403.0,False
50036698,True,Peruvian,Queens,11374.0,405.0,True
50036709,False,Chinese,Brooklyn,11232.0,307.0,True
50036711,True,Mexican,Brooklyn,11237.0,304.0,True
50036714,True,American,Bronx,10463.0,208.0,False
50036720,False,Mediterranean,Manhattan,10022.0,106.0,True
50036721,True,American,Manhattan,10018.0,104.0,True
50036737,True,Bakery Products/Desserts,Manhattan,10018.0,105.0,False
50036745,True,American,Manhattan,10002.0,103.0,True
50036750,True,American,Manhattan,10019.0,104.0,True
50036795,True,Latin American,Brooklyn,11231.0,306.0,True
50036808,True,Chinese,Brooklyn,11236.0,318.0,True
50036814,True,Mexican,Manhattan,10035.0,111.0,True
50036818,False,Donuts,Manhattan,10018.0,105.0,True
50036849,True,Sandwiches,Brooklyn,11209.0,310.0,True
50036858,True,American,Brooklyn,11205.0,302.0,True
50036864,True,Spanish,Manhattan,10037.0,110.0,True
50036869,True,Indian,Brooklyn,11230.0,314.0,True
50036890,True,Chinese,Queens,11354.0,407.0,True
50036900,True,Thai,Manhattan,10019.0,105.0,True
50036902,True,"Juice, Smoothies, Fruit Salads",Brooklyn,11226.0,314.0,False
50036924,True,Japanese,Manhattan,10010.0,106.0,True
50036927,True,American,Bronx,10465.0,210.0,False
50036928,False,Bakery Products/Desserts,Brooklyn,11208.0,305.0,True
50036930,True,Spanish,Brooklyn,11232.0,307.0,True
50036949,True,Middle Eastern,Brooklyn,11211.0,301.0,True
50037025,True,Chinese,Queens,11355.0,407.0,True
50037026,True,Pizza,Brooklyn,11214.0,311.0,True
50037049,True,"Juice, Smoothies, Fruit Salads",Bronx,10452.0,204.0,True
50037065,True,Bakery Products/Desserts,Brooklyn,11219.0,310.0,True
50037080,True,Coffee/Tea,Manhattan,10012.0,102.0,True
50037084,True,Italian,Manhattan,10281.0,101.0,True
50037092,True,Sandwiches,Queens,11418.0,409.0,True
50037094,True,Italian,Manhattan,10022.0,106.0,True
50037128,False,"Juice, Smoothies, Fruit Salads",Brooklyn,11238.0,308.0,True
50037137,True,Barbecue,Manhattan,10013.0,102.0,True
50037148,False,Donuts,Staten Island,10309.0,503.0,True
50037167,True,Latin American,Manhattan,10031.0,109.0,False
50037230,False,Spanish,Queens,11385.0,405.0,False
50037250,False,Chinese,Queens,11377.0,402.0,True
50037266,False,Coffee/Tea,Brooklyn,11233.0,308.0,True
50037279,True,Thai,Brooklyn,11211.0,301.0,True
50037289,True,Pizza,Queens,11421.0,409.0,True
50037324,True,American,Manhattan,10036.0,105.0,True
50037330,True,Creole,Brooklyn,11233.0,303.0,True
50037340,True,Japanese,Brooklyn,11235.0,315.0,True
50037363,True,Sandwiches,Bronx,10461.0,211.0,True
50037368,True,Coffee/Tea,Bronx,10463.0,208.0,True
50037372,False,Spanish,Manhattan,10032.0,112.0,True
50037375,True,Indian,Queens,11374.0,405.0,False
50037380,True,Vegetarian,Manhattan,10009.0,103.0,True
50037394,True,Chicken,Brooklyn,11233.0,303.0,True
50037410,True,Chicken,Manhattan,10027.0,110.0,True
50037412,True,Pizza,Manhattan,10169.0,105.0,True
50037419,True,American,Brooklyn,11212.0,317.0,True
50037434,False,American,Brooklyn,11238.0,308.0,False
50037436,True,Japanese,Staten Island,10310.0,501.0,True
50037438,True,Steakhouse,Queens,11105.0,401.0,True
50037441,True,Mexican,Queens,11377.0,402.0,True
50037443,True,Japanese,Manhattan,10028.0,108.0,True
50037446,True,Frozen Desserts,Queens,11385.0,405.0,True
50037464,True,Japanese,Brooklyn,11207.0,318.0,False
50037477,True,Sandwiches,Queens,11426.0,413.0,True
50037509,True,American,Manhattan,10014.0,102.0,True
50037511,True,American,Manhattan,10014.0,102.0,True
50037517,True,Sandwiches,Queens,11434.0,412.0,True
50037522,False,American,Manhattan,10036.0,105.0,True
50037525,True,Pizza,Brooklyn,11201.0,302.0,True
50037531,True,Coffee/Tea,Brooklyn,11222.0,301.0,True
50037538,True,Coffee/Tea,Brooklyn,11221.0,303.0,True
50037559,True,Chinese,Manhattan,10031.0,109.0,True
50037560,True,Japanese,Brooklyn,11217.0,308.0,True
50037580,True,Hamburgers,Bronx,10463.0,208.0,False
50037583,True,American,Manhattan,10001.0,105.0,True
50037588,True,Bakery Products/Desserts,Brooklyn,11220.0,312.0,True
50037612,True,"Juice, Smoothies, Fruit Salads",Queens,11354.0,407.0,True
50037622,False,Mexican,Brooklyn,11216.0,303.0,True
50037627,True,Jewish/Kosher,Staten Island,10314.0,502.0,False
50037645,True,Pizza,Brooklyn,11249.0,301.0,True
50037651,True,Latin American,Manhattan,10034.0,112.0,True
50037658,True,Jewish/Kosher,Manhattan,10028.0,108.0,True
50037659,True,American,Brooklyn,11232.0,307.0,False
50037669,True,Tex-Mex,Brooklyn,11215.0,306.0,True
50037701,True,Latin American,Brooklyn,11211.0,301.0,False
50037728,True,Chinese,Brooklyn,11220.0,307.0,True
50037749,True,Italian,Manhattan,10023.0,107.0,True
50037751,True,Chicken,Bronx,10460.0,206.0,True
50037764,True,Korean,Queens,11358.0,407.0,True
50037770,True,Caribbean,Bronx,10470.0,212.0,True
50037777,True,American,Manhattan,10021.0,108.0,False
50037780,True,French,Manhattan,10024.0,107.0,True
50037812,False,Bakery Products/Desserts,Queens,11361.0,411.0,True
50037817,True,Tex-Mex,Brooklyn,11201.0,302.0,True
50037823,True,Mediterranean,Brooklyn,11220.0,310.0,True
50037830,True,American,Brooklyn,11232.0,307.0,True
50037844,True,Japanese,Manhattan,10016.0,106.0,True
50037848,True,Chinese,Queens,11385.0,405.0,False
50037861,True,Caribbean,Brooklyn,11205.0,302.0,True
50037907,True,Spanish,Queens,11372.0,251.08870880214175,True
50037937,True,Pizza,Queens,11363.0,411.0,True
50037940,True,Jewish/Kosher,Manhattan,10012.0,102.0,True
50037942,True,American,Brooklyn,11207.0,304.0,True
50037950,True,Chinese,Queens,11434.0,413.0,True
50037953,True,Seafood,Manhattan,10169.0,105.0,False
50037954,True,Chinese,Manhattan,10033.0,112.0,True
50037961,True,American,Manhattan,10019.0,105.0,True
50037963,True,Latin American,Queens,11368.0,403.0,True
50037975,True,Donuts,Queens,11377.0,402.0,True
50037988,True,Southeast Asian,Brooklyn,11238.0,308.0,True
50037997,True,Mexican,Brooklyn,11220.0,307.0,True
50037998,True,Frozen Desserts,Brooklyn,11209.0,310.0,True
50038000,True,Chinese,Manhattan,10017.0,106.0,True
50038022,True,Pizza,Manhattan,10032.0,112.0,True
50038023,True,Mediterranean,Bronx,10458.0,206.0,False
50038033,True,American,Queens,11414.0,410.0,True
50038038,True,Jewish/Kosher,Manhattan,10024.0,107.0,False
50038039,False,Bagels/Pretzels,Manhattan,10021.0,108.0,True
50038040,False,Pizza,Queens,11430.0,483.0,True
50038052,True,Chinese/Japanese,Manhattan,10024.0,107.0,True
50038055,True,Chinese,Manhattan,10037.0,110.0,True
50038063,True,Barbecue,Queens,11355.0,407.0,True
50038065,False,Spanish,Manhattan,10033.0,112.0,True
50038068,True,American,Manhattan,10022.0,106.0,True
50038108,True,American,Manhattan,10012.0,102.0,True
50038113,False,Hotdogs,Bronx,10475.0,210.0,True
50038120,True,Chinese,Queens,11355.0,407.0,True
50038123,True,Hotdogs/Pretzels,Bronx,10463.0,208.0,True
50038140,True,Chinese,Queens,11373.0,404.0,True
50038153,True,Italian,Queens,11377.0,402.0,True
50038161,True,Asian/Asian Fusion,Manhattan,10002.0,103.0,True
50038162,False,Donuts,Queens,11101.0,402.0,False
50038174,True,Mexican,Queens,11377.0,402.0,True
50038175,True,Sandwiches,Manhattan,10009.0,106.0,True
50038177,True,Caribbean,Bronx,10452.0,204.0,True
50038180,True,Middle Eastern,Brooklyn,11211.0,301.0,True
50038194,True,Chinese,Manhattan,10032.0,112.0,True
50038206,True,American,Manhattan,10017.0,106.0,True
50038211,True,Chinese,Queens,11361.0,411.0,True
50038218,True,Bakery Products/Desserts,Brooklyn,11220.0,307.0,False
50038223,False,"Juice, Smoothies, Fruit Salads",Manhattan,10009.0,103.0,True
50038241,True,Chinese,Brooklyn,11211.0,301.0,True
50038249,True,Bakery Products/Desserts,Queens,11354.0,407.0,True
50038267,True,Chinese,Brooklyn,11220.0,312.0,True
50038299,True,American,Brooklyn,11216.0,303.0,True
50038346,True,Chicken,Brooklyn,11211.0,301.0,True
50038353,True,Greek,Queens,11005.0,413.0,True
50038366,True,Chinese,Bronx,10459.0,202.0,False
50038370,False,Middle Eastern,Brooklyn,11223.0,315.0,True
50038374,True,Thai,Queens,11101.0,402.0,True
50038382,True,American,Brooklyn,11234.0,318.0,True
50038383,True,Caribbean,Brooklyn,11233.0,303.0,True
50038438,True,Mediterranean,Manhattan,10022.0,106.0,True
50038449,True,American,Bronx,10457.0,206.0,True
50038460,True,American,Manhattan,10006.0,101.0,True
50038475,True,Seafood,Bronx,10463.0,208.0,True
50038495,False,Donuts,Manhattan,10038.0,101.0,True
50038509,True,Pancakes/Waffles,Brooklyn,11201.0,302.0,True
50038524,False,Vegan,Brooklyn,11221.0,303.0,True
50038538,False,Sandwiches,Manhattan,10032.0,112.0,True
50038540,True,American,Queens,11430.0,483.0,False
50038543,True,Tex-Mex,Manhattan,10169.0,105.0,True
50038545,True,Mexican,Queens,11368.0,404.0,True
50038572,True,Chinese,Queens,11692.0,414.0,True
50038576,True,American,Manhattan,10038.0,101.0,True
50038614,True,American,Manhattan,10001.0,105.0,True
50038633,True,Japanese,Manhattan,10013.0,102.0,True
50038684,True,American,Manhattan,10027.0,110.0,False
50038715,True,Sandwiches,Manhattan,10028.0,108.0,True
50038716,True,Sandwiches,Manhattan,10017.0,106.0,True
50038734,False,Coffee/Tea,Queens,11430.0,483.0,True
50038736,False,Mexican,Queens,11432.0,412.0,True
50038753,True,Italian,Brooklyn,11217.0,306.0,True
50038775,True,Vegan,Manhattan,10009.0,103.0,True
50038781,False,American,Manhattan,11691.0,414.0,True
50038787,True,American,Brooklyn,11216.0,308.0,True
50038792,True,American,Brooklyn,11238.0,308.0,True
50038802,False,American,Queens,11374.0,406.0,True
50038811,False,Bakery Products/Desserts,Brooklyn,11237.0,304.0,True
50038814,True,Chinese,Brooklyn,11220.0,307.0,True
50038853,True,American,Brooklyn,11237.0,304.0,True
50038858,True,American,Staten Island,10302.0,501.0,True
50038859,True,Japanese,Manhattan,10001.0,104.0,False
50038867,False,Coffee/Tea,Brooklyn,11211.0,301.0,True
50038871,True,American,Queens,11372.0,403.0,True
50038882,True,American,Brooklyn,11209.0,310.0,True
50038886,True,Japanese,Manhattan,10012.0,102.0,True
50038892,True,American,Brooklyn,11238.0,308.0,True
50038896,True,Bangladeshi,Queens,11106.0,401.0,True
50038898,True,Chinese,Queens,11377.0,402.0,True
50038914,True,American,Manhattan,10030.0,110.0,False
50038921,True,Chinese,Queens,11355.0,407.0,True
50038938,False,Mexican,Brooklyn,11219.0,312.0,False
50038951,False,Italian,Staten Island,10312.0,503.0,False
50038958,True,American,Manhattan,10014.0,102.0,False
50038961,True,Jewish/Kosher,Queens,11374.0,405.0,True
50038979,True,Italian,Brooklyn,11217.0,306.0,True
50039007,True,American,Manhattan,10012.0,102.0,True
50039009,True,Italian,Queens,11430.0,483.0,True
50039041,True,Chicken,Bronx,10462.0,211.0,True
50039052,True,Bagels/Pretzels,Manhattan,10017.0,106.0,True
50039064,True,Chinese,Queens,11417.0,410.0,True
50039069,True,Sandwiches/Salads/Mixed Buffet,Bronx,10463.0,208.0,True
50039072,True,American,Brooklyn,11216.0,303.0,False
50039077,True,American,Manhattan,10017.0,105.0,True
50039082,True,Spanish,Manhattan,10002.0,103.0,True
50039083,True,Italian,Manhattan,10035.0,111.0,True
50039094,True,French,Manhattan,10065.0,108.0,True
50039131,True,Soups/Salads/Sandwiches,Manhattan,10019.0,105.0,False
50039133,False,American,Queens,11101.0,402.0,True
50039136,True,Soups/Salads/Sandwiches,Manhattan,10018.0,105.0,True
50039146,True,Caribbean,Queens,11419.0,410.0,True
50039150,True,Russian,Brooklyn,11235.0,313.0,True
50039189,True,Hamburgers,Bronx,10461.0,210.0,True
50039197,True,"Juice, Smoothies, Fruit Salads",Brooklyn,11216.0,303.0,True
50039223,True,Mediterranean,Brooklyn,11214.0,311.0,True
50039227,False,Coffee/Tea,Bronx,10451.0,204.0,True
50039250,True,Chinese,Bronx,10466.0,212.0,True
50039280,True,Chinese,Queens,11354.0,407.0,True
50039286,True,Chinese,Manhattan,10002.0,103.0,True
50039289,True,Korean,Queens,11364.0,411.0,True
50039294,True,Fusion,Brooklyn,11208.0,305.0,True
50039330,True,Coffee/Tea,Brooklyn,11208.0,305.0,True
50039333,True,Bagels/Pretzels,Staten Island,10314.0,502.0,False
50039358,True,Caribbean,Brooklyn,11203.0,317.0,False
50039363,True,Seafood,Manhattan,10019.0,104.0,True
50039368,True,American,Manhattan,10009.0,103.0,True
50039378,True,Sandwiches,Brooklyn,11201.0,302.0,True
50039380,True,Caribbean,Brooklyn,11217.0,306.0,True
50039387,False,Thai,Queens,11374.0,405.0,True
50039399,True,Sandwiches,Brooklyn,11234.0,318.0,True
50039403,True,Chinese,Queens,11355.0,407.0,True
50039418,True,Bottled Beverages,Bronx,10470.0,212.0,True
50039443,True,Bangladeshi,Brooklyn,11208.0,305.0,True
50039447,True,Chinese,Bronx,11691.0,414.0,True
50039472,True,Middle Eastern,Bronx,10462.0,211.0,True
50039475,True,Caribbean,Queens,11419.0,410.0,True
50039494,True,American,Queens,11103.0,401.0,True
50039497,True,Japanese,Queens,11372.0,403.0,True
50039503,True,Chicken,Bronx,10474.0,202.0,True
50039510,True,Latin American,Bronx,10455.0,202.0,True
50039514,True,Pizza,Bronx,10458.0,206.0,True
50039517,True,Coffee/Tea,Brooklyn,11222.0,301.0,True
50039535,True,Chinese,Manhattan,10036.0,104.0,True
50039550,True,Chinese,Brooklyn,11220.0,307.0,True
50039553,False,American,Manhattan,10019.0,105.0,True
50039571,False,Bottled Beverages,Queens,11354.0,407.0,False
50039585,True,Donuts,Manhattan,10014.0,102.0,True
50039631,True,Chinese,Bronx,10468.0,207.0,True
50039666,True,Chinese,Queens,11377.0,402.0,True
50039667,True,Middle Eastern,Brooklyn,11220.0,307.0,True
50039681,True,Chinese,Brooklyn,11220.0,307.0,True
50039683,False,Asian/Asian Fusion,Bronx,10463.0,208.0,True
50039710,True,American,Queens,11385.0,482.0,False
50039715,True,Bakery Products/Desserts,Manhattan,10002.0,103.0,False
50039716,True,Mexican,Staten Island,10302.0,501.0,True
50039727,True,Russian,Brooklyn,11235.0,313.0,True
50039734,True,American,Brooklyn,11217.0,306.0,False
50039747,True,Chinese,Manhattan,10002.0,103.0,True
50039749,True,Chinese,Brooklyn,11249.0,301.0,True
50039758,False,Donuts,Brooklyn,11225.0,309.0,True
50039778,True,American,Brooklyn,11205.0,303.0,True
50039842,False,Chinese,Manhattan,10013.0,103.0,True
50039873,True,Indian,Brooklyn,11217.0,306.0,True
50039878,True,Coffee/Tea,Queens,11385.0,405.0,True
50039890,True,Chinese,Queens,11368.0,403.0,False
50039946,False,Pizza,Bronx,10474.0,202.0,True
50039977,True,Chinese,Queens,11377.0,401.0,False
50039979,True,Japanese,Brooklyn,11209.0,310.0,True
50039988,False,Japanese,Manhattan,10013.0,101.0,True
50039990,True,Seafood,Manhattan,10010.0,105.0,True
50040002,False,American,Manhattan,10036.0,105.0,True
50040013,True,Caribbean,Queens,11420.0,410.0,True
50040061,True,American,Brooklyn,11216.0,308.0,True
50040092,True,Sandwiches,Manhattan,10016.0,106.0,True
50040106,True,Coffee/Tea,Brooklyn,11237.0,304.0,True
50040175,True,Coffee/Tea,Manhattan,10001.0,104.0,True
50040181,True,American,Manhattan,10019.0,104.0,False
50040217,True,African,Manhattan,11691.0,414.0,True
50040265,True,Caribbean,Queens,11429.0,413.0,False
50040292,True,American,Brooklyn,11230.0,314.0,True
50040296,True,Korean,Manhattan,10001.0,105.0,True
50040305,False,Asian/Asian Fusion,Queens,11421.0,409.0,True
50040306,True,Chinese,Brooklyn,11232.0,307.0,True
50040311,True,Donuts,Queens,11430.0,483.0,False
50040360,True,Chinese,Brooklyn,11213.0,308.0,True
50040374,True,American,Manhattan,10034.0,112.0,True
50040389,True,Peruvian,Queens,11104.0,402.0,True
50040391,True,American,Staten Island,10301.0,501.0,True
50040406,True,Donuts,Manhattan,10169.0,105.0,False
50040407,False,"Juice, Smoothies, Fruit Salads",Manhattan,10013.0,101.0,True
50040417,True,Chinese,Staten Island,10314.0,501.0,True
50040419,True,Chinese,Queens,11354.0,407.0,True
50040434,False,Bakery Products/Desserts,Brooklyn,11220.0,307.0,True
50040442,True,Jewish/Kosher,Manhattan,10028.0,108.0,True
50040446,True,Chinese,Bronx,10451.0,204.0,True
50040448,False,Donuts,Queens,11101.0,402.0,True
50040450,False,American,Queens,11101.0,402.0,True
50040456,True,Japanese,Manhattan,10011.0,104.0,False
50040458,True,Sandwiches,Manhattan,10018.0,104.0,True
50040461,True,African,Brooklyn,11238.0,302.0,False
50040467,True,Chinese,Bronx,10468.0,207.0,True
50040473,True,Steakhouse,Manhattan,10016.0,105.0,True
50040477,True,Asian/Asian Fusion,Queens,11377.0,402.0,True
50040484,True,American,Manhattan,10018.0,104.0,True
50040490,True,Pizza,Queens,11101.0,402.0,True
50040509,True,Bagels/Pretzels,Staten Island,10314.0,502.0,True
50040515,True,Coffee/Tea,Brooklyn,11237.0,304.0,True
50040518,True,American,Brooklyn,11222.0,301.0,True
50040532,True,American,Manhattan,10027.0,109.0,True
50040533,True,American,Manhattan,10011.0,104.0,True
50040547,False,Indian,Brooklyn,11238.0,302.0,True
50040554,True,Chinese,Brooklyn,11201.0,302.0,True
50040555,False,Coffee/Tea,Manhattan,10013.0,101.0,False
50040569,True,Coffee/Tea,Brooklyn,11222.0,301.0,True
50040583,False,Bottled Beverages,Queens,11435.0,412.0,True
50040600,True,Bakery Products/Desserts,Brooklyn,11238.0,308.0,True
50040677,True,Mexican,Brooklyn,11201.0,302.0,True
50040683,True,Caribbean,Brooklyn,11213.0,308.0,True
50040703,True,Creole,Brooklyn,11226.0,317.0,True
50040738,True,Frozen Desserts,Queens,11373.0,404.0,True
50040759,True,Chinese,Brooklyn,11214.0,311.0,True
50040781,True,Coffee/Tea,Brooklyn,11230.0,314.0,False
50040782,True,Sandwiches,Manhattan,10065.0,108.0,True
50040796,True,Frozen Desserts,Queens,11694.0,414.0,False
50040802,False,Salads,Manhattan,10025.0,109.0,False
50040804,True,American,Manhattan,10012.0,102.0,True
50040806,True,American,Manhattan,10029.0,111.0,True
50040810,True,Mexican,Manhattan,10075.0,108.0,True
50040819,True,Sandwiches,Staten Island,10301.0,501.0,True
50040831,True,Chinese,Brooklyn,11220.0,307.0,True
50040836,True,Chicken,Bronx,10458.0,206.0,True
50040867,True,Hamburgers,Manhattan,10019.0,105.0,True
50040871,False,Caribbean,Brooklyn,11210.0,314.0,True
50040875,True,American,Queens,11691.0,414.0,True
50040886,True,Thai,Brooklyn,11222.0,301.0,True
50040890,True,Greek,Manhattan,10019.0,105.0,True
50040892,True,Caribbean,Bronx,10466.0,212.0,True
50040894,True,Donuts,Bronx,10461.0,211.0,True
50040896,True,Hamburgers,Bronx,10456.0,203.0,True
50040897,True,Bakery Products/Desserts,Manhattan,10002.0,103.0,True
50040930,False,American,Brooklyn,11203.0,317.0,False
50040937,True,Steakhouse,Bronx,10475.0,210.0,True
50040939,True,Japanese,Brooklyn,11217.0,306.0,True
50040950,True,American,Manhattan,10019.0,105.0,True
50040952,True,Bakery Products/Desserts,Manhattan,10002.0,103.0,True
50040962,True,Coffee/Tea,Manhattan,10009.0,103.0,True
50040969,False,Bakery Products/Desserts,Brooklyn,11228.0,311.0,True
50041019,True,Greek,Manhattan,10010.0,105.0,True
50041026,True,American,Brooklyn,11217.0,306.0,True
50041043,False,Pizza,Manhattan,10010.0,105.0,True
50041058,True,Tex-Mex,Manhattan,10016.0,106.0,True
50041069,True,Hamburgers,Manhattan,10019.0,105.0,True
50041097,True,Indian,Manhattan,10010.0,105.0,True
50041116,False,Donuts,Queens,11417.0,410.0,True
50041144,True,Japanese,Brooklyn,11216.0,303.0,True
50041177,True,Other,Brooklyn,11221.0,304.0,True
50041184,True,Hamburgers,Bronx,10467.0,212.0,True
50041201,True,Thai,Queens,11375.0,406.0,True
50041202,True,American,Bronx,10475.0,210.0,True
50041204,True,Japanese,Manhattan,10028.0,108.0,True
50041215,True,Pizza,Manhattan,10033.0,112.0,True
